,user_id,gender,ratings_count,reviews_count,year_joined,young_age,location,friends,fav_genres,groups_count,2018,avg_page_18,2019,avg_page_19,2020,avg_page_20,fav_genres2,category,category_simplified,total_page,challenge_completed
0,1,1,806,34,2014,1,Asia,103,"['Chick-lit', 'Christian', 'Ebooks', 'Fantasy', 'Fiction', 'Poetry', 'Romance', 'Self help', 'Young-adult']",6,0,209,0,199,1,297,"['Romance', 'Religion', 'Fiction', 'Fiction', 'Romance', 'Self help', 'Young-adult']","{'Fiction', 'Non-fiction'}",1,705,1
1,2,1,822,90,2013,0,USA,225,"['Chick-lit', 'Contemporary', 'Fantasy', 'Fiction', 'Historical fiction', 'Horror', 'Humor Comedy', 'Non-fiction', 'Paranormal', 'Romance', 'Science fiction', 'Suspense', 'Thriller', 'Young-adult']",0,1,388,1,383,1,355,"['Romance', 'Fiction', 'Fiction', 'Fiction', 'Fiction', 'Horror', 'Humor Comedy', 'Non-fiction', 'Horror', 'Romance', 'Fiction', 'Thriller', 'Thriller', 'Young-adult']","{'Fiction', 'Non-fiction'}",1,1126,3
2,3,1,114,4,2014,1,Asia,7,"['Chick-lit', 'Contemporary', 'Ebooks', 'Romance', 'Self help', 'Young-adult', 'personal-development', 'childrens']",1,1,288,1,292,0,284,"['Romance', 'Fiction', 'Romance', 'Self help', 'Young-adult', 'Self help', 'childrens']","{'Fiction', 'Non-fiction'}",1,864,2
3,4,1,1265,630,2015,1,Asia,588,"['Fantasy', 'Historical fiction', 'Manga', 'Young-adult']",1,1,302,1,346,1,380,"['Fiction', 'Fiction', 'Comics', 'Young-adult']",{'Fiction'},1,1028,3
4,5,1,380,1,2014,0,EU,56,"['Comics', 'Fantasy', 'Historical fiction', 'Humor Comedy', 'Poetry', 'Psychology', 'Science']",1,1,327,1,628,0,278,"['Comics', 'Fiction', 'Fiction', 'Humor Comedy', 'Psychology', 'Science']","{'Fiction', 'Non-fiction'}",1,1233,2
5,6,0,50,2,2017,1,Asia,27,"['Business', 'Ebooks', 'History', 'Memoir', 'Non-fiction', 'Philosophy', 'Psychology', 'Science', 'Science fiction', 'Self help', 'Spirituality']",0,0,345,0,319,1,317,"['Business', 'History', 'Biography', 'Non-fiction', 'Philosophy', 'Psychology', 'Science', 'Fiction', 'Self help', 'Religion']","{'Fiction', 'Non-fiction'}",0,981,1
6,7,0,630,7,2008,0,EU,90,"['Biography', 'Classics', 'Comics', 'Graphic novels', 'Manga', 'Non-fiction', 'Philosophy', 'Poetry', 'Science', 'Science fiction']",0,0,298,1,245,1,173,"['Biography', 'Classics', 'Comics', 'Comics', 'Comics', 'Non-fiction', 'Philosophy', 'Science', 'Fiction']","{'Fiction', 'Non-fiction'}",0,716,2
7,8,0,78,3,2019,0,EU,9,"['Horror', 'Mystery', 'Science fiction']",0,0,278,1,197,0,393,"['Horror', 'Thriller', 'Fiction']",{'Fiction'},1,868,1
8,9,0,39,6,2011,0,USA,108,"['Business', ' Biography', ' Non-fiction', ' Leadership', ' Self Help']",0,0,276,0,240,0,239,"['Business', 'Biography', 'Non-fiction', 'Business', 'Self Help']",{'Non-fiction'},0,755,0
9,10,0,34,0,2012,0,EU,18,"['Biography', 'Classics', 'Crime', 'Fantasy', 'Fiction', 'Historical fiction', 'History', 'Non-fiction', 'Philosophy', 'Science fiction', 'Sports', 'Thriller']",0,0,492,0,326,1,329,"['Biography', 'Classics', 'Thriller', 'Fiction', 'Fiction', 'Fiction', 'History', 'Non-fiction', 'Philosophy', 'Fiction', 'Thriller']","{'Fiction', 'Non-fiction'}",0,1147,1
10,11,1,312,41,2009,0,USA,81,"['Biography', ""Children's"", 'Contemporary', 'Cookbooks', 'Fiction', 'Historical fiction', 'Literary Fiction', 'Memoir']",0,1,363,1,382,1,322,"['Biography', ""Children's"", 'Fiction', 'Fiction', 'Fiction', 'Fiction', 'Biography']","{'Fiction', 'Non-fiction'}",0,1067,3
11,12,1,237,74,2013,1,EU,150,"['Contemporary', ' Fiction', ' Young Adult']",0,1,256,1,240,1,252,"['Fiction', 'Fiction', 'Young Adult']",{'Fiction'},1,748,3
12,13,1,575,138,2007,1,USA,162,"['Adult Fiction', 'Art', 'Biography', 'Book Club', 'Classics', 'Contemporary', 'Fantasy', 'Fiction', 'Historical fiction', 'History', 'Literary Fiction', 'Memoir', 'Music', 'Mystery', 'Non-fiction', 'Philosophy', 'Poetry', 'Psychology', 'Romance', 'Science fiction', 'Travel', 'Young-adult']",2,1,336,1,357,1,307,"['Fiction', 'Biography', 'Classics', 'Fiction', 'Fiction', 'Fiction', 'Fiction', 'History', 'Fiction', 'Biography', 'Art', 'Thriller', 'Non-fiction', 'Philosophy', 'Psychology', 'Romance', 'Fiction', 'Travel', 'Young-adult']","{'Fiction', 'Non-fiction'}",1,1000,3
13,14,1,137,27,2015,1,EU,40,"['Biography', 'Fiction', 'Graphic novels', 'Historical fiction', 'History', 'Humor Comedy', 'Non-fiction', 'Poetry', 'Young-adult']",1,1,156,1,242,1,222,"['Biography', 'Fiction', 'Comics', 'Fiction', 'History', 'Humor Comedy', 'Non-fiction', 'Young-adult']","{'Fiction', 'Non-fiction'}",0,620,3
14,15,1,242,32,2014,1,USA,272,['Fiction'],6,0,225,1,244,1,210,['Fiction'],{'Fiction'},1,679,2
15,16,0,258,149,2017,0,EU,440,"['Art', 'Biography', 'Classics', 'Contemporary', 'Fiction', 'History', 'Horror', 'Memoir', 'Mystery', 'Non-fiction', 'Philosophy', 'Psychology', 'Suspense', 'Thriller', 'Travel']",6,1,441,1,335,1,327,"['Biography', 'Classics', 'Fiction', 'Fiction', 'History', 'Horror', 'Biography', 'Thriller', 'Non-fiction', 'Philosophy', 'Psychology', 'Thriller', 'Thriller', 'Travel']","{'Fiction', 'Non-fiction'}",0,1103,3
16,17,0,29,2,2018,1,EU,33,"['Biography', 'History', 'Philosophy', 'Religion', 'Science', 'Self help', 'Spirituality']",0,0,237,0,218,0,337,"['Biography', 'History', 'Philosophy', 'Religion', 'Science', 'Self help', 'Religion']","{'Fiction', 'Non-fiction'}",0,792,0
17,18,0,532,39,2010,1,Asia,1476,"['Adult Fiction', 'Art', 'Book Club', 'Classics', 'Comics', 'Contemporary', 'Crime', 'Fiction', 'Graphic novels', 'Historical fiction', 'History', 'Horror', 'Literary Fiction', 'Manga', 'Music', 'Mystery', 'Science fiction', 'Suspense', 'Thriller']",3,0,403,0,866,1,364,"['Fiction', 'Classics', 'Comics', 'Fiction', 'Thriller', 'Fiction', 'Comics', 'Fiction', 'History', 'Horror', 'Fiction', 'Comics', 'Art', 'Thriller', 'Fiction', 'Thriller', 'Thriller']","{'Fiction', 'Non-fiction'}",1,1633,1
18,19,0,29,1,2016,0,EU,61,"['Biography', 'Business', 'Fiction', 'Horror', 'Mystery', 'Non-fiction', 'Science fiction', 'Thriller']",1,0,323,0,279,0,234,"['Biography', 'Business', 'Fiction', 'Horror', 'Thriller', 'Non-fiction', 'Fiction', 'Thriller']","{'Fiction', 'Non-fiction'}",0,836,0
19,20,0,294,170,2013,1,EU,927,"['Adult Fiction', ""Children's"", 'Classics', 'Comics', 'Contemporary', 'Crime', 'Fantasy', 'Fiction', 'Gay Lesbian', 'Graphic novels', 'Historical fiction', 'Horror', 'Manga', 'Memoir', 'Mystery', 'Non-fiction', 'Politics', 'Romance', 'Science', 'Science fiction', 'Suspense', 'Thriller', 'Young-adult', 'epic-fantasy', 'lgbt']",12,1,383,1,330,1,352,"['Fiction', ""Children's"", 'Classics', 'Comics', 'Fiction', 'Thriller', 'Fiction', 'Fiction', 'Comics', 'Fiction', 'Horror', 'Comics', 'Biography', 'Thriller', 'Non-fiction', 'Politics', 'Romance', 'Science', 'Fiction', 'Thriller', 'Thriller', 'Young-adult', 'epic-fantasy']","{'Fiction', 'Non-fiction'}",1,1065,3
20,21,1,79,0,2017,1,USA,17,"['Contemporary', ' Fiction', ' Nonfiction', ' Philosophy']",0,0,312,0,314,0,311,"['Fiction', 'Fiction', 'Nonfiction', 'Philosophy']","{'Fiction', 'Non-fiction'}",1,937,0
21,22,1,49,25,2018,1,EU,32,"['Chick-lit', 'Classics', 'Contemporary', 'Fantasy', 'Fiction', 'Mystery', 'Suspense', 'Thriller']",2,1,398,1,213,0,253,"['Romance', 'Classics', 'Fiction', 'Fiction', 'Fiction', 'Thriller', 'Thriller', 'Thriller']",{'Fiction'},1,864,2
22,23,1,149,1,2012,1,USA,226,"['Book Club', 'Chick-lit', 'Contemporary', 'Fantasy', 'Fiction', 'Historical fiction', 'Memoir', 'Non-fiction', 'Science fiction', 'Self help', 'Young-adult']",3,0,397,0,344,1,368,"['Romance', 'Fiction', 'Fiction', 'Fiction', 'Fiction', 'Biography', 'Non-fiction', 'Fiction', 'Self help', 'Young-adult']","{'Fiction', 'Non-fiction'}",1,1109,1
23,24,1,543,137,2015,0,USA,2172,"['Biography', 'Chick-lit', 'Classics', 'Contemporary', 'Fiction', 'Historical fiction', 'History', 'Horror', 'Mystery', 'Non-fiction', 'Paranormal', 'Romance', 'Science fiction', 'Young-adult', 'new-adult']",5,0,330,1,369,0,371,"['Biography', 'Romance', 'Classics', 'Fiction', 'Fiction', 'Fiction', 'History', 'Horror', 'Thriller', 'Non-fiction', 'Horror', 'Romance', 'Fiction', 'Young-adult']","{'Fiction', 'Non-fiction'}",0,1070,1
24,25,1,467,104,2018,1,EU,52,"['Classics', 'Contemporary', 'Fiction', 'Memoir', 'Non-fiction', 'Poetry', 'Self help', 'Spirituality']",5,0,362,1,334,1,289,"['Classics', 'Fiction', 'Fiction', 'Biography', 'Non-fiction', 'Self help', 'Religion']","{'Fiction', 'Non-fiction'}",1,985,2
25,26,0,259,4,2008,0,EU,185,"['Adult Fiction', 'Book Club', 'Classics', 'Contemporary', 'Crime', 'Ebooks', 'Fantasy', 'Fiction', 'Historical fiction', 'History', 'Horror', 'Literary Fiction', 'Mystery', 'Non-fiction', 'Paranormal', 'Politics', 'Psychology', 'Romance', 'Science', 'Science fiction', 'Suspense', 'Thriller', 'Young-adult', 'dark-fantasy']",1,1,265,1,283,0,238,"['Fiction', 'Classics', 'Fiction', 'Thriller', 'Fiction', 'Fiction', 'Fiction', 'History', 'Horror', 'Fiction', 'Thriller', 'Non-fiction', 'Horror', 'Politics', 'Psychology', 'Romance', 'Science', 'Fiction', 'Thriller', 'Thriller', 'Young-adult', 'dark-fantasy']","{'Fiction', 'Non-fiction'}",1,786,2
26,27,0,31,0,2015,0,EU,16,"['Business', 'Fiction', 'Historical fiction', 'History', 'Horror', 'Humor Comedy', 'Mystery', 'Romance', 'Science fiction', 'Thriller', 'Young-adult']",1,0,260,0,213,1,330,"['Business', 'Fiction', 'Fiction', 'History', 'Horror', 'Humor Comedy', 'Thriller', 'Romance', 'Fiction', 'Thriller', 'Young-adult']","{'Fiction', 'Non-fiction'}",0,803,1
27,28,0,747,620,2015,0,USA,608,"['Classics', 'Contemporary', 'Fiction', 'Gay Lesbian', 'Humor Comedy']",1,1,318,1,315,1,318,"['Classics', 'Fiction', 'Fiction', 'Humor Comedy']",{'Fiction'},1,951,3
28,29,0,677,645,2016,1,USA,877,"['Art', 'Biography', ""Children's"", 'Classics', 'Contemporary', 'Crime', 'Ebooks', 'Fantasy', 'Fiction', 'Gay Lesbian', 'Historical fiction', 'History', 'Horror', 'Memoir', 'Mystery', 'Non-fiction', 'Paranormal', 'Poetry', 'Psychology', 'Religion', 'Romance', 'Science fiction', 'Suspense', 'Spirituality', 'Thriller', 'Young-adult']",18,1,353,0,373,1,343,"['Biography', ""Children's"", 'Classics', 'Fiction', 'Thriller', 'Fiction', 'Fiction', 'Fiction', 'History', 'Horror', 'Biography', 'Thriller', 'Non-fiction', 'Horror', 'Psychology', 'Religion', 'Romance', 'Fiction', 'Thriller', 'Religion', 'Thriller', 'Young-adult']","{'Fiction', 'Non-fiction'}",0,1069,2
29,30,0,443,67,2014,1,Asia,1990,"['Fantasy', 'Fiction', 'Historical fiction', 'History', 'Mystery', 'Non-fiction', 'Young-adult', 'historical', 'mythology', 'disability']",20,1,290,1,345,1,329,"['Fiction', 'Fiction', 'Fiction', 'History', 'Thriller', 'Non-fiction', 'Young-adult', 'historical', 'mythology']","{'Fiction', 'Non-fiction'}",1,964,3
30,31,0,319,72,2015,1,EU,995,"['Classics', 'Contemporary', 'Fantasy', 'Fiction', 'Historical fiction', 'Mystery', 'Non-fiction', 'Romance', 'Science fiction', 'Suspense', 'Thriller', 'Young-adult']",2,1,300,1,272,1,266,"['Classics', 'Fiction', 'Fiction', 'Fiction', 'Fiction', 'Thriller', 'Non-fiction', 'Romance', 'Fiction', 'Thriller', 'Thriller', 'Young-adult']","{'Fiction', 'Non-fiction'}",1,838,3
31,32,0,308,220,2015,1,EU,80,['FictionandHistorical fiction'],0,1,271,1,350,1,353,['Fiction'],{'Fiction'},1,974,3
32,33,0,206,32,2016,1,EU,150,"[""Children's"", 'Contemporary', 'Fantasy', 'Memoir', 'Young-adult']",3,0,321,1,308,1,257,"[""Children's"", 'Fiction', 'Fiction', 'Biography', 'Young-adult']","{'Fiction', 'Non-fiction'}",1,886,2
33,34,0,227,58,2013,1,USA,75,"['Classics', 'Contemporary', 'Fiction', 'Historical fiction', 'History', 'Humor Comedy', 'Memoir', 'Mystery', 'Poetry', 'Suspense', 'Thriller']",1,0,270,0,399,1,324,"['Classics', 'Fiction', 'Fiction', 'Fiction', 'History', 'Humor Comedy', 'Biography', 'Thriller', 'Thriller', 'Thriller']","{'Fiction', 'Non-fiction'}",1,993,1
34,35,0,13,15,2017,1,USA,64,"['Art', 'Fiction', 'Horror', 'Manga', 'Mystery', 'Non-fiction', 'Philosophy', 'Religion', 'Science fiction']",2,1,273,0,288,1,260,"['Fiction', 'Horror', 'Comics', 'Thriller', 'Non-fiction', 'Philosophy', 'Religion', 'Fiction']","{'Fiction', 'Non-fiction'}",1,821,2
35,36,1,122,1,2017,1,EU,49,"['Biography', 'Fantasy', 'Fiction', 'Graphic novels', 'Historical fiction', 'History', 'Horror', 'Humor Comedy', 'Mystery', 'Non-fiction', 'Poetry', 'Romance', 'Science fiction', 'Thriller', 'Young-adult', 'short-stories']",2,1,352,0,393,1,179,"['Biography', 'Fiction', 'Fiction', 'Comics', 'Fiction', 'History', 'Horror', 'Humor Comedy', 'Thriller', 'Non-fiction', 'Romance', 'Fiction', 'Thriller', 'Young-adult']","{'Fiction', 'Non-fiction'}",0,924,2
36,37,1,287,5,2013,0,USA,55,"['Classics', 'Fantasy', 'Gay Lesbian', 'History', 'Horror', 'Mystery', 'Non-fiction', 'Philosophy', 'Science', 'Science fiction', 'Thriller']",0,0,216,0,275,0,422,"['Classics', 'Fiction', 'History', 'Horror', 'Thriller', 'Non-fiction', 'Philosophy', 'Science', 'Fiction', 'Thriller']","{'Fiction', 'Non-fiction'}",1,913,0
37,38,1,349,191,2015,1,Asia,273,"['Biography', ""Children's"", 'Contemporary', 'Ebooks', 'Fantasy', 'Fiction', 'Gay Lesbian', 'Historical fiction', 'History', 'Humor Comedy', 'Mystery', 'Poetry', 'Science fiction', 'Suspense', 'Young-adult']",1,0,226,1,282,1,301,"['Biography', ""Children's"", 'Fiction', 'Fiction', 'Fiction', 'Fiction', 'History', 'Humor Comedy', 'Thriller', 'Fiction', 'Thriller', 'Young-adult']","{'Fiction', 'Non-fiction'}",0,809,2
38,39,1,1110,460,2013,1,EU,774,"['Chick-lit', ""Children's"", 'Classics', 'Contemporary', 'Crime', 'Ebooks', 'Fantasy', 'Fiction', 'Historical fiction', 'History', 'Horror', 'Humor Comedy', 'Manga', 'Memoir', 'Music', 'Mystery', 'Non-fiction', 'Paranormal', 'Philosophy', 'Poetry', 'Psychology', 'Romance', 'Science', 'Science fiction', 'Self help', 'Suspense', 'Spirituality', 'Sports', 'Thriller', 'Young-adult']",24,1,362,1,335,1,362,"['Romance', ""Children's"", 'Classics', 'Fiction', 'Thriller', 'Fiction', 'Fiction', 'Fiction', 'History', 'Horror', 'Humor Comedy', 'Comics', 'Biography', 'Art', 'Thriller', 'Non-fiction', 'Horror', 'Philosophy', 'Psychology', 'Romance', 'Science', 'Fiction', 'Self help', 'Thriller', 'Religion', 'Thriller', 'Young-adult']","{'Fiction', 'Non-fiction'}",1,1059,3
39,40,1,453,336,2013,1,EU,53,"['Art', 'Classics', 'Contemporary', 'Philosophy', 'Poetry', 'Psychology', 'Religion', 'Suspense', 'Spirituality', 'Travel', 'Young-adult']",1,1,249,1,252,1,296,"['Classics', 'Fiction', 'Philosophy', 'Psychology', 'Religion', 'Thriller', 'Religion', 'Travel', 'Young-adult']","{'Fiction', 'Non-fiction'}",1,797,3
40,41,0,282,0,2017,0,Asia,129,"['Biography', 'Business', 'Fiction', 'Historical fiction', 'History', 'Non-fiction', 'Philosophy', 'Poetry', 'Romance', 'Science', 'Science fiction']",0,1,298,1,274,0,216,"['Biography', 'Business', 'Fiction', 'Fiction', 'History', 'Non-fiction', 'Philosophy', 'Romance', 'Science', 'Fiction']","{'Fiction', 'Non-fiction'}",0,788,2
41,42,0,3174,55,2009,0,USA,137,"['Adult Fiction', 'Book Club', 'Classics', 'Contemporary', 'Crime', 'Ebooks', 'Fantasy', 'Fiction', 'Horror', 'Literary Fiction', 'Mystery', 'Paranormal', 'Science fiction', 'Suspense', 'Thriller']",26,1,270,1,278,1,281,"['Fiction', 'Classics', 'Fiction', 'Thriller', 'Fiction', 'Fiction', 'Horror', 'Fiction', 'Thriller', 'Horror', 'Fiction', 'Thriller', 'Thriller']",{'Fiction'},1,829,3
42,43,0,2836,148,2007,0,USA,144,"['Adult Fiction', 'Art', 'Biography', 'Book Club', 'Classics', 'Comics', 'Contemporary', 'Crime', 'Ebooks', 'Fiction', 'Horror', 'Literary Fiction', 'Memoir', 'Mystery', 'Non-fiction', 'Politics', 'Psychology', 'Religion', 'Romance', 'Suspense', 'Thriller', 'Young-adult']",2,1,278,1,285,1,260,"['Fiction', 'Biography', 'Classics', 'Comics', 'Fiction', 'Thriller', 'Fiction', 'Horror', 'Fiction', 'Biography', 'Thriller', 'Non-fiction', 'Politics', 'Psychology', 'Religion', 'Romance', 'Thriller', 'Thriller', 'Young-adult']","{'Fiction', 'Non-fiction'}",1,823,3
43,44,0,219,23,2013,1,Asia,208,"['History', 'Non-fiction', 'Poetry']",0,0,294,0,276,0,288,"['History', 'Non-fiction']",{'Non-fiction'},0,858,0
44,45,0,94,28,2012,1,Asia,162,"['Classics', 'Crime', 'Ebooks', 'Fiction', 'Historical fiction', 'History', 'Mystery', 'Non-fiction', 'Philosophy', 'Romance', 'Science', 'Spirituality', 'Thriller', 'War', ""Women's Fiction""]",4,1,346,1,318,0,342,"['Classics', 'Thriller', 'Fiction', 'Fiction', 'History', 'Thriller', 'Non-fiction', 'Philosophy', 'Romance', 'Science', 'Religion', 'Thriller', 'War', 'Fiction']","{'Fiction', 'Non-fiction'}",1,1006,2
45,46,1,183,60,2013,0,USA,158,"['Business', 'Classics', 'Crime', 'Fiction', 'Horror', 'Memoir', 'Mystery', 'Non-fiction', 'Philosophy', 'Psychology', 'Science fiction', 'Self help', 'Suspense', 'Thriller']",2,0,321,1,295,1,294,"['Business', 'Classics', 'Thriller', 'Fiction', 'Horror', 'Biography', 'Thriller', 'Non-fiction', 'Philosophy', 'Psychology', 'Fiction', 'Self help', 'Thriller', 'Thriller']","{'Fiction', 'Non-fiction'}",0,910,2
46,47,1,292,44,2018,1,Asia,532,"['Fantasy', 'Fiction', 'Historical fiction', 'History', 'Mystery', 'Non-fiction', 'Philosophy', 'Science', 'Science fiction', 'Self help']",1,0,452,0,699,1,388,"['Fiction', 'Fiction', 'Fiction', 'History', 'Thriller', 'Non-fiction', 'Philosophy', 'Science', 'Fiction', 'Self help']","{'Fiction', 'Non-fiction'}",1,1539,1
47,48,1,285,135,2013,1,Asia,435,"['Adult Fiction', 'Contemporary', 'Fantasy', 'Fiction', 'Literary Fiction', 'Mystery', 'Non-fiction', 'Paranormal', 'Romance', 'Science fiction', 'Suspense', 'Thriller', 'Young-adult']",8,0,309,0,345,0,303,"['Fiction', 'Fiction', 'Fiction', 'Fiction', 'Fiction', 'Thriller', 'Non-fiction', 'Horror', 'Romance', 'Fiction', 'Thriller', 'Thriller', 'Young-adult']","{'Fiction', 'Non-fiction'}",1,957,0
48,49,1,375,361,2016,1,Asia,540,"['Fantasy', 'Fiction', 'Humor Comedy', 'Romance', 'Young-adult', 'feminism']",9,1,296,1,262,0,212,"['Fiction', 'Fiction', 'Humor Comedy', 'Romance', 'Young-adult']",{'Fiction'},1,770,2
